rank,average_score,sa_score,pc_score,joint_pass,caption,generated_video,generated_video_exists,reference_video_url,reference_model,all_reference_video_urls,key
11,5.0,5,5,True,A burning candle produces a small amount of smoke near its wick.,/home/liuzhirui/model/PhysVid/res/videophy2/video/c8ad0e501b8ec14b8e8d41387da93783b2884a2a43edc3306b6b2fcaf5953103.mp4,True,https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_burning_candle_produces_a_small_amount_of_smoke_near_its_wick.mp4,wan,"[""https://storage.cdn-luma.com/dream_machine/ad8a6425-ed13-40a6-a811-9b9867721b44/5425ad7f-b725-422b-aab5-49bac6d7dd11_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_burning_candle_produces_a_small_amount_of_smoke_near_its_wick.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/sora_hard_videophy2/Dancing+Flame+Serenity.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_burning_candle_produces_a_small_amount_of_smoke_near_its_wick.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_burning_candle_produces_a_small_amount_of_smoke_near_its_wick.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_burning_candle_produces_a_small_amount_of_smoke_near_its_wick_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_burning_candle_produces_a_small_amount_of_smoke_near_its_wick.mp4""]",c8ad0e501b8ec14b8e8d41387da93783b2884a2a43edc3306b6b2fcaf5953103
12,5.0,5,5,True,"A gardener plants a flower bulb in loose soil, covering it with a layer of mulch.",/home/liuzhirui/model/PhysVid/res/videophy2/video/d1f801abea553f3286ec859129cde4e01aecd9270da9600b7573a9487d24364c.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_gardener_plants_a_flower_bulb_in_loose_soil,_covering_it_with_a_layer_of_mulch.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_gardener_plants_a_flower_bulb_in_loose_soil,_covering_it_with_a_layer_of_mulch.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_gardener_plants_a_flower_bulb_in_loose_soil,_covering_it_with_a_layer_of_mulch.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_gardener_plants_a_flower_bulb_in_loose_soil__covering_it_with_a_layer_of_mulch_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_gardener_plants_a_flower_bulb_in_loose_soil,_covering_it_with_a_layer_of_mulch.mp4"", ""https://storage.cdn-luma.com/dream_machine/5bac2c61-9c01-490d-88cf-f9c59dfaf115/749d5243-de14-4263-80d0-12ff3b63ceb8_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_gardener_plants_a_flower_bulb_in_loose_soil,_covering_it_with_a_layer_of_mulch.mp4""]",d1f801abea553f3286ec859129cde4e01aecd9270da9600b7573a9487d24364c
13,5.0,5,5,True,"A dandelion seed head releases numerous seeds, each floating individually on the breeze.",/home/liuzhirui/model/PhysVid/res/videophy2/video/e16753ea80de003ddc06681d508c07261f96540c4f7fe55443fbebb54b5270b1.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_dandelion_seed_head_releases_numerous_seeds,_each_floating_individually_on_the_breeze.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_dandelion_seed_head_releases_numerous_seeds,_each_floating_individually_on_the_breeze.mp4"", ""https://storage.cdn-luma.com/dream_machine/6d71e1ce-7608-4e2b-8bfe-871647f67258/cceac4e2-a228-474e-b48f-c84bdbff814a_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_dandelion_seed_head_releases_numerous_seeds,_each_floating_individually_on_the_breeze.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_dandelion_seed_head_releases_numerous_seeds,_each_floating_individually_on_the_breeze.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_dandelion_seed_head_releases_numerous_seeds__each_floating_individually_on_the_breeze_.mp4""]",e16753ea80de003ddc06681d508c07261f96540c4f7fe55443fbebb54b5270b1
14,4.5,4,5,True,"A glass globe is spun on its base, continuing to rotate steadily and smoothly.",/home/liuzhirui/model/PhysVid/res/videophy2/video/0671a1862bd35d473f727c6096116450ecd3ef06a6f37bf844fd7b5778ddc8da.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_glass_globe_is_spun_on_its_base,_continuing_to_rotate_steadily_and_smoothly.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_glass_globe_is_spun_on_its_base,_continuing_to_rotate_steadily_and_smoothly.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_glass_globe_is_spun_on_its_base__continuing_to_rotate_steadily_and_smoothly_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_glass_globe_is_spun_on_its_base,_continuing_to_rotate_steadily_and_smoothly.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_glass_globe_is_spun_on_its_base,_continuing_to_rotate_steadily_and_smoothly.mp4"", ""https://storage.cdn-luma.com/dream_machine/2892c84b-851a-40d2-b57d-da99127a30de/3d3c0e2e-2f14-44e3-bf3f-c05f9fdeeeb9_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_glass_globe_is_spun_on_its_base,_continuing_to_rotate_steadily_and_smoothly.mp4""]",0671a1862bd35d473f727c6096116450ecd3ef06a6f37bf844fd7b5778ddc8da
15,4.5,4,5,True,"A potter applies a thin layer of slip to a clay bowl, using a brush to create an even coat.",/home/liuzhirui/model/PhysVid/res/videophy2/video/24a3ca5827c5afe10aafbe1883f18d68dae1c3420243b0b726c5465bb9d0de7c.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_potter_applies_a_thin_layer_of_slip_to_a_clay_bowl,_using_a_brush_to_create_an_even_coat.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_potter_applies_a_thin_layer_of_slip_to_a_clay_bowl,_using_a_brush_to_create_an_even_coat.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_potter_applies_a_thin_layer_of_slip_to_a_clay_bowl,_using_a_brush_to_create_an_even_coat.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_potter_applies_a_thin_layer_of_slip_to_a_clay_bowl,_using_a_brush_to_create_an_even_coat.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_potter_applies_a_thin_layer_of_slip_to_a_clay_bowl,_using_a_brush_to_create_an_even_coat.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_potter_applies_a_thin_layer_of_slip_to_a_clay_bowl__using_a_brush_to_create_an_even_coat_.mp4""]",24a3ca5827c5afe10aafbe1883f18d68dae1c3420243b0b726c5465bb9d0de7c
16,4.5,4,5,True,"A potter gently pokes a lump of clay with a tool, causing a small indentation to form.",/home/liuzhirui/model/PhysVid/res/videophy2/video/266a7daf86885274b8361e815c542ed20e291c0064792d00f9720001cccfdbc6.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_potter_gently_pokes_a_lump_of_clay_with_a_tool,_causing_a_small_indentation_to_form.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_potter_gently_pokes_a_lump_of_clay_with_a_tool,_causing_a_small_indentation_to_form.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/sora_hard_videophy2/Potter_s+Creative+Moment.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_potter_gently_pokes_a_lump_of_clay_with_a_tool,_causing_a_small_indentation_to_form.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_potter_gently_pokes_a_lump_of_clay_with_a_tool__causing_a_small_indentation_to_form_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_potter_gently_pokes_a_lump_of_clay_with_a_tool,_causing_a_small_indentation_to_form.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_potter_gently_pokes_a_lump_of_clay_with_a_tool,_causing_a_small_indentation_to_form.mp4"", ""https://storage.cdn-luma.com/dream_machine/ceb1d3d7-d6d6-455b-a8bc-0e2a64a467e0/544443e6-f6f2-412f-a595-1cad3f84f986_result.mp4""]",266a7daf86885274b8361e815c542ed20e291c0064792d00f9720001cccfdbc6
17,4.5,4,5,True,"Hot chocolate is poured from a mug into a saucer, a small amount sloshing over the edge.",/home/liuzhirui/model/PhysVid/res/videophy2/video/29a4bb5fdf057af35bc8c9a5a1e4c2974ed05514283ef7b1ec4afcd37b7b8e3a.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/Hot_chocolate_is_poured_from_a_mug_into_a_saucer,_a_small_amount_sloshing_over_the_edge.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/Hot_chocolate_is_poured_from_a_mug_into_a_saucer__a_small_amount_sloshing_over_the_edge_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/Hot_chocolate_is_poured_from_a_mug_into_a_saucer,_a_small_amount_sloshing_over_the_edge.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/Hot_chocolate_is_poured_from_a_mug_into_a_saucer,_a_small_amount_sloshing_over_the_edge.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/Hot_chocolate_is_poured_from_a_mug_into_a_saucer,_a_small_amount_sloshing_over_the_edge.mp4"", ""https://storage.cdn-luma.com/dream_machine/eab2aefe-5d9b-41ab-b251-77eb32363a27/fe49a2ae-2fef-43ae-bfb5-dcbdd1217b17_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/Hot_chocolate_is_poured_from_a_mug_into_a_saucer,_a_small_amount_sloshing_over_the_edge.mp4""]",29a4bb5fdf057af35bc8c9a5a1e4c2974ed05514283ef7b1ec4afcd37b7b8e3a
18,4.5,4,5,True,"A person blows smoke rings into the air, the rings briefly visible before dissipating.",/home/liuzhirui/model/PhysVid/res/videophy2/video/32f2864b89ecb90905d242ab1f41cc908edc91e2ec50a2ec355337ec90e94721.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_person_blows_smoke_rings_into_the_air,_the_rings_briefly_visible_before_dissipating.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_person_blows_smoke_rings_into_the_air,_the_rings_briefly_visible_before_dissipating.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_person_blows_smoke_rings_into_the_air__the_rings_briefly_visible_before_dissipating_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_person_blows_smoke_rings_into_the_air,_the_rings_briefly_visible_before_dissipating.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_person_blows_smoke_rings_into_the_air,_the_rings_briefly_visible_before_dissipating.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_person_blows_smoke_rings_into_the_air,_the_rings_briefly_visible_before_dissipating.mp4""]",32f2864b89ecb90905d242ab1f41cc908edc91e2ec50a2ec355337ec90e94721
19,4.5,4,5,True,A hand-held spindle filled with yarn is shown; the process of yarn spinning is complete.,/home/liuzhirui/model/PhysVid/res/videophy2/video/34f04826985c2f75a77255ef33bccca291ede29cbe7dc327037f8f82626b7368.mp4,True,https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_hand-held_spindle_filled_with_yarn_is_shown;_the_process_of_yarn_spinning_is_complete.mp4,wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_hand-held_spindle_filled_with_yarn_is_shown;_the_process_of_yarn_spinning_is_complete.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_hand-held_spindle_filled_with_yarn_is_shown;_the_process_of_yarn_spinning_is_complete.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_hand-held_spindle_filled_with_yarn_is_shown;_the_process_of_yarn_spinning_is_complete.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_hand-held_spindle_filled_with_yarn_is_shown;_the_process_of_yarn_spinning_is_complete.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_hand_held_spindle_filled_with_yarn_is_shown__the_process_of_yarn_spinning_is_complete_.mp4""]",34f04826985c2f75a77255ef33bccca291ede29cbe7dc327037f8f82626b7368
20,4.5,4,5,True,"A paint roller, dipped in green paint, is used to cover a section of a metal fence, creating a uniform green coat.",/home/liuzhirui/model/PhysVid/res/videophy2/video/43dd59e75f1a461a715a9ae4c7018b8729f021a6872db4e138e5a89a40c9edbe.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_paint_roller,_dipped_in_green_paint,_is_used_to_cover_a_section_of_a_metal_fence,_creating_a_uniform_green_coat.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_paint_roller,_dipped_in_green_paint,_is_used_to_cover_a_section_of_a_metal_fence,_creating_a_uniform_green_coat.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_paint_roller,_dipped_in_green_paint,_is_used_to_cover_a_section_of_a_metal_fence,_creating_a_uniform_green_coat.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_paint_roller__dipped_in_green_paint__is_used_to_cover_a_section_of_a_metal_fence__creating_a_uniform_green_coat_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_paint_roller,_dipped_in_green_paint,_is_used_to_cover_a_section_of_a_metal_fence,_creating_a_uniform_green_coat.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_paint_roller,_dipped_in_green_paint,_is_used_to_cover_a_section_of_a_metal_fence,_creating_a_uniform_green_coat.mp4"", ""https://storage.cdn-luma.com/dream_machine/382fa018-cf13-40f6-8fb0-4a51705f4604/d1e95956-e75e-4c7d-8dd5-fe48c13bbeef_result.mp4""]",43dd59e75f1a461a715a9ae4c7018b8729f021a6872db4e138e5a89a40c9edbe
21,4.5,4,5,True,"Hands shape a lump of clay-like bread dough into a smooth, round boule on a wooden table.",/home/liuzhirui/model/PhysVid/res/videophy2/video/447eb0dbc0a4676b4d480c01c08cfa74303fb2c2bc865a36beb6dd11df57e471.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/Hands_shape_a_lump_of_clay-like_bread_dough_into_a_smooth,_round_boule_on_a_wooden_table.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/Hands_shape_a_lump_of_clay-like_bread_dough_into_a_smooth,_round_boule_on_a_wooden_table.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/Hands_shape_a_lump_of_clay-like_bread_dough_into_a_smooth,_round_boule_on_a_wooden_table.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/Hands_shape_a_lump_of_clay_like_bread_dough_into_a_smooth__round_boule_on_a_wooden_table_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/Hands_shape_a_lump_of_clay-like_bread_dough_into_a_smooth,_round_boule_on_a_wooden_table.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/Hands_shape_a_lump_of_clay-like_bread_dough_into_a_smooth,_round_boule_on_a_wooden_table.mp4"", ""https://storage.cdn-luma.com/dream_machine/23a18aae-957f-40fe-b5f7-b73d6b8e89e8/6a72e5fe-fae3-4737-9c2f-2307f73734f7_result.mp4""]",447eb0dbc0a4676b4d480c01c08cfa74303fb2c2bc865a36beb6dd11df57e471
22,4.5,4,5,True,"Two jetskis race side-by-side, their wakes colliding in a visible spray of water.",/home/liuzhirui/model/PhysVid/res/videophy2/video/4bf6563d7d2f26af30e41f62b7264638c0cc3bc01a98c139501e95c7b6e843e1.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/Two_jetskis_race_side-by-side,_their_wakes_colliding_in_a_visible_spray_of_water.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/Two_jetskis_race_side-by-side,_their_wakes_colliding_in_a_visible_spray_of_water.mp4"", ""https://storage.cdn-luma.com/dream_machine/eebf8e78-8c7f-417b-a234-e49a1523ecd7/af9544ef-af47-4b1d-ab3f-38936ca8bad1_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/Two_jetskis_race_side-by-side,_their_wakes_colliding_in_a_visible_spray_of_water.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/Two_jetskis_race_side_by_side__their_wakes_colliding_in_a_visible_spray_of_water_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/Two_jetskis_race_side-by-side,_their_wakes_colliding_in_a_visible_spray_of_water.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/Two_jetskis_race_side-by-side,_their_wakes_colliding_in_a_visible_spray_of_water.mp4""]",4bf6563d7d2f26af30e41f62b7264638c0cc3bc01a98c139501e95c7b6e843e1
23,4.5,4,5,True,"A paraglider soars above a valley, the wing's movement showing the interaction with air currents.",/home/liuzhirui/model/PhysVid/res/videophy2/video/52962a3df662fa6c3c97eda4ff9bfc0ce382d82fabb1dc37d9db0b370f5d8f84.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_paraglider_soars_above_a_valley,_the_wing's_movement_showing_the_interaction_with_air_currents.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_paraglider_soars_above_a_valley,_the_wing's_movement_showing_the_interaction_with_air_currents.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_paraglider_soars_above_a_valley,_the_wing's_movement_showing_the_interaction_with_air_currents.mp4"", ""https://storage.cdn-luma.com/dream_machine/4de2b7ad-24e0-444e-b416-1a1f71525959/983c2302-27c0-4fcd-9d07-8ef39988934a_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_paraglider_soars_above_a_valley,_the_wing's_movement_showing_the_interaction_with_air_currents.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_paraglider_soars_above_a_valley__the_wing_s_movement_showing_the_interaction_with_air_currents_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_paraglider_soars_above_a_valley,_the_wing's_movement_showing_the_interaction_with_air_currents.mp4""]",52962a3df662fa6c3c97eda4ff9bfc0ce382d82fabb1dc37d9db0b370f5d8f84
24,4.5,4,5,True,"A flat piece of Styrofoam rests on a ramp of plywood, its flat base creating friction.",/home/liuzhirui/model/PhysVid/res/videophy2/video/6264b00186c9635d71c20dad3384ff3cb98e522c13836cddf76b388db73c07f6.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_flat_piece_of_Styrofoam_rests_on_a_ramp_of_plywood,_its_flat_base_creating_friction.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_flat_piece_of_Styrofoam_rests_on_a_ramp_of_plywood,_its_flat_base_creating_friction.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_flat_piece_of_Styrofoam_rests_on_a_ramp_of_plywood,_its_flat_base_creating_friction.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_flat_piece_of_Styrofoam_rests_on_a_ramp_of_plywood,_its_flat_base_creating_friction.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_flat_piece_of_Styrofoam_rests_on_a_ramp_of_plywood__its_flat_base_creating_friction_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_flat_piece_of_Styrofoam_rests_on_a_ramp_of_plywood,_its_flat_base_creating_friction.mp4""]",6264b00186c9635d71c20dad3384ff3cb98e522c13836cddf76b388db73c07f6
25,4.5,4,5,True,A rower pulls an oar from the water  the blade dripping water back into the lake .,/home/liuzhirui/model/PhysVid/res/videophy2/video/66e87f0fc2558d1fd25d8ca8f56b95d52dfaa672cce094011933638cf0b9aa73.mp4,True,https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_rower_pulls_an_oar_from_the_water__the_blade_dripping_water_back_into_the_lake_.mp4,videocrafter,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_rower_pulls_an_oar_from_the_water__the_blade_dripping_water_back_into_the_lake_.mp4""]",66e87f0fc2558d1fd25d8ca8f56b95d52dfaa672cce094011933638cf0b9aa73
26,4.5,4,5,True,A box is wrapped with various pieces of patterned wrapping paper to create a patchwork effect.,/home/liuzhirui/model/PhysVid/res/videophy2/video/733c50adb0c0b128d54b937edc854402fee850e27df912faecaac23a1c01d9ae.mp4,True,https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_box_is_wrapped_with_various_pieces_of_patterned_wrapping_paper_to_create_a_patchwork_effect.mp4,wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_box_is_wrapped_with_various_pieces_of_patterned_wrapping_paper_to_create_a_patchwork_effect.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_box_is_wrapped_with_various_pieces_of_patterned_wrapping_paper_to_create_a_patchwork_effect_.mp4"", ""https://storage.cdn-luma.com/dream_machine/7cc085ef-56ae-4f03-929d-684056d3d9a3/ad4fb623-1f07-4fda-bf12-5636ae7b49f5_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_box_is_wrapped_with_various_pieces_of_patterned_wrapping_paper_to_create_a_patchwork_effect.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_box_is_wrapped_with_various_pieces_of_patterned_wrapping_paper_to_create_a_patchwork_effect.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_box_is_wrapped_with_various_pieces_of_patterned_wrapping_paper_to_create_a_patchwork_effect.mp4""]",733c50adb0c0b128d54b937edc854402fee850e27df912faecaac23a1c01d9ae
27,4.5,4,5,True,A person uses a stick to test the depth of the mud before stepping into a muddy area.,/home/liuzhirui/model/PhysVid/res/videophy2/video/75afb48ff2a1c7c9fffb57da464fb77ee5ec696d097fc02898f88266589aa46e.mp4,True,https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_person_uses_a_stick_to_test_the_depth_of_the_mud_before_stepping_into_a_muddy_area.mp4,wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_person_uses_a_stick_to_test_the_depth_of_the_mud_before_stepping_into_a_muddy_area.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_person_uses_a_stick_to_test_the_depth_of_the_mud_before_stepping_into_a_muddy_area_.mp4"", ""https://storage.cdn-luma.com/dream_machine/1936975a-58c5-4218-a475-f529e931598b/7569a33c-d228-4cdf-bba6-ecb1b44619df_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_person_uses_a_stick_to_test_the_depth_of_the_mud_before_stepping_into_a_muddy_area.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_person_uses_a_stick_to_test_the_depth_of_the_mud_before_stepping_into_a_muddy_area.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_person_uses_a_stick_to_test_the_depth_of_the_mud_before_stepping_into_a_muddy_area.mp4""]",75afb48ff2a1c7c9fffb57da464fb77ee5ec696d097fc02898f88266589aa46e
